Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: place of birth, subject: rolando maran, object: italy, sentence: ', 'predicate: manager, subject: a.c. chievo verona, object: rolando maran, sentence: '}",2,"Rolando Maran, who has managed AC Chievo Verona, was born in Italy.",0.999717742,,"the manager of a.c. chievo verona is rolando maran, who was born in italy",0.999852985,,0.98473084,-0.769046783,0.99999994,1,1,"{'image_id': 'inst-814', 'Bleu_1': 0.9999999998571432, 'Bleu_2': 0.9999999998543959, 'Bleu_3': 0.9999999998513434, 'Bleu_4': 0.9999999998479232, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.297305392080154}",the manager of a.c. chievo verona is rolando maran who was born in italy,0.999838263,,0.922350168,-0.802432477,0.99677753,1,1,"{'image_id': 'inst-814', 'Bleu_1': 0.9999999998571432, 'Bleu_2': 0.9999999998543959, 'Bleu_3': 0.9999999998513434, 'Bleu_4': 0.9999999998479232, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.297305392080154}",-1.47E-05,-0.000135243,-0.000120521,-0.062380672,-0.033385694,-0.003222406,0,0
"{'predicate: country, subject: ícolo e bengo, object: angola, sentence: '}",1,Ícolo e Bengo is in Angola.,0.999915004,,colo e bengo is located in angola,0.999846339,,0.923214257,-1.881856203,0.9261576,0.809106711,0.4782266,"{'image_id': 'inst-62', 'Bleu_1': 0.8571428568979593, 'Bleu_2': 0.8451542544769828, 'Bleu_3': 0.8298265331067581, 'Bleu_4': 0.8091067113010008, 'METEOR': 0.4782266001363961, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 5.7330327871993045}",colo e bengo is located in angola,0.999846339,,0.923214257,-1.881856203,0.9261576,0.809106711,0.4782266,"{'image_id': 'inst-62', 'Bleu_1': 0.8571428568979593, 'Bleu_2': 0.8451542544769828, 'Bleu_3': 0.8298265331067581, 'Bleu_4': 0.8091067113010008, 'METEOR': 0.4782266001363961, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 5.7330327871993045}",0,6.87E-05,6.87E-05,0,0,0,0,0
"{'predicate: average speed, subject: 10 hygiea, object: 16.76 (kilometreperseconds), sentence: ', 'predicate: surface area, subject: 10 hygiea, object: 837080.744 (squarekilometres), sentence: ', 'predicate: apoapsis, subject: 10 hygiea, object: 523951582.33968 (kilometres), sentence: '}",3,"10 Hygiea has an apoapsis of 523951582.33968 km, a surface area of 837080.744 sq km and an average speed of 16.76 km per sec.",0.99990001,,"10 hygiea has a surface area of 837080.744 square km, an apoapsis of 523951582.33968 kilometres and an average speed of 16.76 km per sec",0.999902209,,0.923985183,-0.772572219,0.97772247,0.876444525,0.521959582,"{'image_id': 'inst-955', 'Bleu_1': 0.9999999999166667, 'Bleu_2': 0.978019293761264, 'Bleu_3': 0.9383004435157771, 'Bleu_4': 0.8764445247299874, 'METEOR': 0.5219595820047209, 'ROUGE_L': 0.75, 'CIDEr': 5.04726474866188}","10 hygiea has a surface area of 837080.744 square km, an apoapsis of 523951582.33968 kilometres and an average speed of 16.76 km per sec",0.999902209,,0.923985183,-0.772572219,0.9777224,0.876444525,0.521959582,"{'image_id': 'inst-955', 'Bleu_1': 0.9999999999166667, 'Bleu_2': 0.978019293761264, 'Bleu_3': 0.9383004435157771, 'Bleu_4': 0.8764445247299874, 'METEOR': 0.5219595820047209, 'ROUGE_L': 0.75, 'CIDEr': 5.04726474866188}",0,-2.20E-06,-2.20E-06,0,0,-5.96E-08,0,0
"{'predicate: season, subject: a.s. gubbio 1910, object: 2014, sentence: '}",1,AS Gubbio 1910 competed in the 2014 season.,0.999891758,,a.s. gubbio 1910 played in the 2014 season,0.999893188,,0.925812483,-1.037644506,0.97513855,0.840896415,0.512099933,"{'image_id': 'inst-426', 'Bleu_1': 0.8749999997812503, 'Bleu_2': 0.8660254035602003, 'Bleu_3': 0.8549879731076379, 'Bleu_4': 0.8408964150152105, 'METEOR': 0.5120999331632027, 'ROUGE_L': 0.875, 'CIDEr': 5.95045070591889}",a.s. gubbio 1910 played in the 2014 season,0.999893188,,0.925812483,-1.037644506,0.97513855,0.840896415,0.512099933,"{'image_id': 'inst-426', 'Bleu_1': 0.8749999997812503, 'Bleu_2': 0.8660254035602003, 'Bleu_3': 0.8549879731076379, 'Bleu_4': 0.8408964150152105, 'METEOR': 0.5120999331632027, 'ROUGE_L': 0.875, 'CIDEr': 5.95045070591889}",0,-1.43E-06,-1.43E-06,0,0,0,0,0
"{'predicate: floor count, subject: 108 st georges terrace, object: 50, sentence: ', 'predicate: cost, subject: 108 st georges terrace, object: 120 million (australian dollars), sentence: '}",2,108 St Georges Terrace cost 120 million Australian dollars and has 50 floors.,0.999895483,,108 st. georges terrace cost 120 million australian dollars and has 50 floors,0.999881446,,0.926255584,-0.950765729,0.9896933,0.842362674,0.530929123,"{'image_id': 'inst-583', 'Bleu_1': 0.9230769229349115, 'Bleu_2': 0.8770580191692865, 'Bleu_3': 0.8569763244855236, 'Bleu_4': 0.842362674240226, 'METEOR': 0.5309291234167337, 'ROUGE_L': 0.9230769230769234, 'CIDEr': 6.889825564469403}",108 st. georges terrace cost 120 million australian dollars and has 50 floors,0.999881446,,0.926255584,-0.950765729,0.9896933,0.842362674,0.530929123,"{'image_id': 'inst-583', 'Bleu_1': 0.9230769229349115, 'Bleu_2': 0.8770580191692865, 'Bleu_3': 0.8569763244855236, 'Bleu_4': 0.842362674240226, 'METEOR': 0.5309291234167337, 'ROUGE_L': 0.9230769230769234, 'CIDEr': 6.889825564469403}",0,1.40E-05,1.40E-05,0,0,0,0,0
"{'predicate: birth place, subject: abdul taib mahmud, object: kingdom of sarawak, sentence: ', ""predicate: successor, subject: abdul taib mahmud, object: abdul rahman ya'kub, sentence: ""}",2,"Born in Kingdom of Sarawak, Abdul Taib Mahmud's successor was, Abdul Rahman Ya'kub.",0.9999035,,abdul taib mahmud was born in the kingdom of sarawak and was succeeded by abdul rahman ya'kub,0.999909818,,0.92757237,-0.545568764,0.9955305,0.900932544,0.600600824,"{'image_id': 'inst-758', 'Bleu_1': 0.9999999998888889, 'Bleu_2': 0.9701425000359531, 'Bleu_3': 0.9373311241583027, 'Bleu_4': 0.900932544491762, 'METEOR': 0.6006008235139755, 'ROUGE_L': 0.9682539682539683, 'CIDEr': 6.579782797933862}",abdul taib mahmud was born in the kingdom of sarawak and was succeeded by abdul rahman ya'kub,0.999909818,,0.92757237,-0.545568764,0.9955305,0.900932544,0.600600824,"{'image_id': 'inst-758', 'Bleu_1': 0.9999999998888889, 'Bleu_2': 0.9701425000359531, 'Bleu_3': 0.9373311241583027, 'Bleu_4': 0.900932544491762, 'METEOR': 0.6006008235139755, 'ROUGE_L': 0.9682539682539683, 'CIDEr': 6.579782797933862}",0,-6.32E-06,-6.32E-06,0,0,0,0,0
"{'predicate: capital, subject: united states, object: washington, d.c., sentence: '}",1,"The capital of the United States is Washington, D.C.",0.999922593,,washington d.c. is the capital of the united states,0.999926209,,0.927827179,-1.330203652,0.98052055,0.750623854,0.426841643,"{'image_id': 'inst-532', 'Bleu_1': 0.8888888886913584, 'Bleu_2': 0.8164965807406125, 'Bleu_3': 0.780896665433669, 'Bleu_4': 0.7506238535645454, 'METEOR': 0.4268416430693324, 'ROUGE_L': 0.8341880341880341, 'CIDEr': 3.487259295762113}",washington d.c. is the capital of the united states,0.999926209,,0.927827179,-1.330203652,0.9805205,0.750623854,0.426841643,"{'image_id': 'inst-532', 'Bleu_1': 0.8888888886913584, 'Bleu_2': 0.8164965807406125, 'Bleu_3': 0.780896665433669, 'Bleu_4': 0.7506238535645454, 'METEOR': 0.4268416430693324, 'ROUGE_L': 0.8341880341880341, 'CIDEr': 3.487259295762113}",0,-3.62E-06,-3.62E-06,0,0,-5.96E-08,0,0
"{'predicate: alternative name, subject: balder (comicscharacter), object: balder odinson, sentence: ', 'predicate: creator, subject: balder (comicscharacter), object: jack kirby, sentence: '}",2,"The comic character Balder, also known as Balder Odinson was created by Jack Kirby.",0.999789715,,"the comic character balder, also known as balder odinson, was created by jack kirby",0.999894619,,0.928993642,-0.754628181,0.99361116,1,1,"{'image_id': 'inst-627', 'Bleu_1': 0.9999999998571432, 'Bleu_2': 0.9999999998543959, 'Bleu_3': 0.9999999998513434, 'Bleu_4': 0.9999999998479232, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.182383144587417}","the comic character balder, also known as balder odinson, was created by jack kirby",0.999894619,,0.928993642,-0.754628181,0.9936112,1,1,"{'image_id': 'inst-627', 'Bleu_1': 0.9999999998571432, 'Bleu_2': 0.9999999998543959, 'Bleu_3': 0.9999999998513434, 'Bleu_4': 0.9999999998479232, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.182383144587417}",0,-0.000104904,-0.000104904,0,0,5.96E-08,0,0
"{'predicate: established, subject: accademia di architettura di mendrisio, object: 1996, sentence: ', 'predicate: dean, subject: accademia di architettura di mendrisio, object: mario botta, sentence: ', 'predicate: number of students, subject: accademia di architettura di mendrisio, object: 600, sentence: ', 'predicate: academic staff size, subject: accademia di architettura di mendrisio, object: 100, sentence: ', 'predicate: city, subject: accademia di architettura di mendrisio, object: mendrisio, sentence: '}",5,The Accademia di Architettura di Mendrisio in Mendrisio was established in 1996. It has 100 academic staff and 600 students. Its dean is Mario Botta.,0.999867098,,the accademia di architettura di mendrisio in mendrisio was established in 1996. it has 100 academic staff and 600 students. its dean is mario botta,0.999872911,,0.995497346,-0.84535867,0.99999994,1,1,"{'image_id': 'inst-1588', 'Bleu_1': 0.99999999992, 'Bleu_2': 0.9999999999191667, 'Bleu_3': 0.999999999918285, 'Bleu_4': 0.9999999999173501, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.025075135450545}",the accademia di architettura di mendrisio was established in 1996 in mendrisio. it has 100 academic staff and 600 students. its dean is mario botta,0.99987725,,0.929018617,-0.951054215,0.9947955,0.83628859,0.584113094,"{'image_id': 'inst-1588', 'Bleu_1': 0.99999999992, 'Bleu_2': 0.9574271076789461, 'Bleu_3': 0.8951971743610142, 'Bleu_4': 0.8362885901796271, 'METEOR': 0.5841130941069121, 'ROUGE_L': 0.9200000000000002, 'CIDEr': 4.233738727950639}",4.34E-06,-5.81E-06,-1.02E-05,-0.066478729,-0.105695546,-0.005204439,-0.16371141,-0.415886906
"{'predicate: club, subject: aleksandre guruli, object: georgia national football team, sentence: '}",1,Aleksandre Guruli played for the Georgia national football team.,0.999891341,,aleksandre guruli plays for the georgia national football team,0.999925375,,0.92916435,-1.016698956,0.9933078,0.660632863,0.947826087,"{'image_id': 'inst-195', 'Bleu_1': 0.8888888886913584, 'Bleu_2': 0.8164965807406125, 'Bleu_3': 0.7249202484964744, 'Bleu_4': 0.660632863439242, 'METEOR': 0.9478260869565218, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.744157634531012}",aleksandre guruli plays for the georgia national football team,0.999925375,,0.92916435,-1.016698956,0.9933078,0.660632863,0.947826087,"{'image_id': 'inst-195', 'Bleu_1': 0.8888888886913584, 'Bleu_2': 0.8164965807406125, 'Bleu_3': 0.7249202484964744, 'Bleu_4': 0.660632863439242, 'METEOR': 0.9478260869565218, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.744157634531012}",0,-3.40E-05,-3.40E-05,0,0,0,0,0
"{'predicate: escape velocity, subject: (19255) 1994 vk8, object: 0.0925 (kilometreperseconds), sentence: ', 'predicate: apoapsis, subject: (19255) 1994 vk8, object: 6603633000.0 (kilometres), sentence: '}",2,(19255) 1994 VK8 has an escape velocity of 0.0925 km/s and an apoapsis of 6603633000.0 km.,0.999847154,,(19255) 1994 vk8 has an escape velocity of 0.0925 kilometres per second and an apoapsis of 6603633000.0 km,0.99985683,,0.929362178,-0.510565877,0.99701846,1,1,"{'image_id': 'inst-602', 'Bleu_1': 0.9999999999, 'Bleu_2': 0.9999999998986842, 'Bleu_3': 0.999999999897271, 'Bleu_4': 0.9999999998957473, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.821549355647192}",(19255) 1994 vk8 has an escape velocity of 0.0925 kilometres per second and an apoapsis of 6603633000.0 km,0.99985683,,0.929362178,-0.510565877,0.99701846,1,1,"{'image_id': 'inst-602', 'Bleu_1': 0.9999999999, 'Bleu_2': 0.9999999998986842, 'Bleu_3': 0.999999999897271, 'Bleu_4': 0.9999999998957473, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.821549355647192}",0,-9.68E-06,-9.68E-06,0,0,0,0,0
"{'predicate: area total, subject: antioch, california, object: 75.324 (square kilometres), sentence: '}",1,"The total area of Antioch, California is 75.324 square km.",0.999887745,,"antioch, california has a total area of 75.324 sq km",0.999872804,,0.930582583,-0.801322341,0.9949291,0.78254229,0.486387469,"{'image_id': 'inst-285', 'Bleu_1': 0.8999999998200003, 'Bleu_2': 0.8366600263620957, 'Bleu_3': 0.8067143228412188, 'Bleu_4': 0.7825422898646864, 'METEOR': 0.486387468888489, 'ROUGE_L': 0.9, 'CIDEr': 4.161601200286864}","antioch, california has a total area of 75.324 sq km",0.999872804,,0.930582583,-0.801322341,0.9949291,0.78254229,0.486387469,"{'image_id': 'inst-285', 'Bleu_1': 0.8999999998200003, 'Bleu_2': 0.8366600263620957, 'Bleu_3': 0.8067143228412188, 'Bleu_4': 0.7825422898646864, 'METEOR': 0.486387468888489, 'ROUGE_L': 0.9, 'CIDEr': 4.161601200286864}",0,1.49E-05,1.49E-05,0,0,0,0,0
"{'predicate: death place, subject: alfred garth jones, object: sidcup, sentence: ', 'predicate: birth place, subject: alfred garth jones, object: england, sentence: ', 'predicate: nationality, subject: alfred garth jones, object: united kingdom, sentence: ', 'predicate: birth place, subject: alfred garth jones, object: manchester, sentence: '}",4,"Alfred Garth Jones was born in Manchester, England, UK and died in Sidcup.",0.999282827,,"alfred garth jones was born in manchester, england in the united kingdom and died in sidcup",0.999510407,,0.930750608,-0.827737451,0.9953393,1,1,"{'image_id': 'inst-1202', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.999999999870635, 'Bleu_4': 0.9999999998681205, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.811179980811897}","alfred garth jones was born in manchester, england in the united kingdom and died in sidcup",0.999510407,,0.930750608,-0.827737451,0.9953393,1,1,"{'image_id': 'inst-1202', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.999999999870635, 'Bleu_4': 0.9999999998681205, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.811179980811897}",0,-0.00022758,-0.00022758,0,0,0,0,0
"{'predicate: followed by, subject: 1634: the galileo affair, object: 1634: the ram rebellion, sentence: '}",1,1634: The Galileo Affair was followed by 1634: The Ram Rebellion.,0.999918938,,1634: the galileo affair was followed by 1634: the ram rebellion,0.999918461,,0.931824565,-0.687171817,1,1,1,"{'image_id': 'inst-499', 'Bleu_1': 0.999999999818182, 'Bleu_2': 0.9999999998136365, 'Bleu_3': 0.9999999998084177, 'Bleu_4': 0.9999999998023361, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.553294026036365}",1634: the galileo affair was followed by 1634: the ram rebellion,0.999918461,,0.931824565,-0.687171817,1,1,1,"{'image_id': 'inst-499', 'Bleu_1': 0.999999999818182, 'Bleu_2': 0.9999999998136365, 'Bleu_3': 0.9999999998084177, 'Bleu_4': 0.9999999998023361, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.553294026036365}",0,4.77E-07,4.77E-07,0,0,0,0,0
"{'predicate: model years, subject: amc matador, object: 1974, sentence: ', 'predicate: assembly, subject: amc matador, object: mexico city, sentence: '}",2,1974 is one of the model years of the AMC Matador which is assembled in Mexico City.,0.998996397,,the amc matador was manufactured in 1974 and assembled in mexico city,0.979680985,,0.790488124,-2.012470484,0.9487326,0.3575862,0.370685521,"{'image_id': 'inst-695', 'Bleu_1': 0.7139007176964713, 'Bleu_2': 0.5506953148093154, 'Bleu_3': 0.4554454607673839, 'Bleu_4': 0.35758619983879175, 'METEOR': 0.370685521461703, 'ROUGE_L': 0.726190476190476, 'CIDEr': 3.186741983162687}",the amc matador is assembled in mexico city and is available in a 1974 model,0.998638034,,0.936151862,-1.038403511,0.9951446,0.936513758,0.993548387,"{'image_id': 'inst-695', 'Bleu_1': 0.9999999998666668, 'Bleu_2': 0.9999999998642858, 'Bleu_3': 0.9736718880327412, 'Bleu_4': 0.9365137580725936, 'METEOR': 0.9935483870967742, 'ROUGE_L': 0.9333333333333336, 'CIDEr': 6.675871212834278}",0.018957049,0.019315412,0.000358363,0.145663738,0.974066973,0.04641199,0.578927558,0.622862866
"{'predicate: coach, subject: italy national under-16 football team, object: daniele zoratto, sentence: ', 'predicate: club, subject: alessio romagnoli, object: italy national under-16 football team, sentence: '}",2,Alessio Romagnoli played for the Italy national under-16 football team coached by Daniele Zoratto.,0.99987339,,alessio romagnoli plays for the italian national under 16 football team which is coached by daniele zoratto,0.999900281,,0.937322855,-0.898305893,0.99659264,0.848219862,0.970731707,"{'image_id': 'inst-578', 'Bleu_1': 0.9411764704775086, 'Bleu_2': 0.907485212864599, 'Bleu_3': 0.8701411358521117, 'Bleu_4': 0.8482198618321398, 'METEOR': 0.9707317073170733, 'ROUGE_L': 0.9411764705882352, 'CIDEr': 5.250492339999541}",alessio romagnoli plays for the italian national under 16 football team which is coached by daniele zoratto,0.999900281,,0.937322855,-0.898305893,0.99659264,0.848219862,0.970731707,"{'image_id': 'inst-578', 'Bleu_1': 0.9411764704775086, 'Bleu_2': 0.907485212864599, 'Bleu_3': 0.8701411358521117, 'Bleu_4': 0.8482198618321398, 'METEOR': 0.9707317073170733, 'ROUGE_L': 0.9411764705882352, 'CIDEr': 5.250492339999541}",0,-2.69E-05,-2.69E-05,0,0,0,0,0
"{'predicate: party, subject: abdul taib mahmud, object: parti bumiputera sarawak, sentence: ', 'predicate: birth place, subject: abdul taib mahmud, object: miri, malaysia, sentence: '}",2,"Abdul Taib Mahmud, who was born in Miri, Malaysia, is a member of the Parti Bumiputera Sarawak Party.",0.999486526,,"abdul taib mahmud was born in miri, malaysia and is a member of the parti bumiputera sarawak party",0.999449342,,0.937793911,-0.585775912,0.9978487,1,1,"{'image_id': 'inst-761', 'Bleu_1': 0.9999999998888889, 'Bleu_2': 0.9999999998872549, 'Bleu_3': 0.9999999998854847, 'Bleu_4': 0.999999999883558, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.300358716599447}","abdul taib mahmud was born in miri, malaysia and is a member of the parti bumiputera sarawak party",0.999449342,,0.937793911,-0.585775912,0.9978487,1,1,"{'image_id': 'inst-761', 'Bleu_1': 0.9999999998888889, 'Bleu_2': 0.9999999998872549, 'Bleu_3': 0.9999999998854847, 'Bleu_4': 0.999999999883558, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.300358716599447}",0,3.72E-05,3.72E-05,0,0,0,0,0
"{'predicate: location, subject: estádio municipal coaracy da mata fonseca, object: arapiraca, sentence: '}",1,Estádio Municipal Coaracy da Mata Fonseca is located in Arapiraca.,0.999904394,,estádio municipal coaracy da mata fonseca is located in arapiraca,0.999910355,,0.943611562,-0.494411349,0.99999994,1,1,"{'image_id': 'inst-488', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.534573918509848}",estádio municipal coaracy da mata fonseca is located in arapiraca,0.999910355,,0.943611562,-0.494411349,0.99999994,1,1,"{'image_id': 'inst-488', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.534573918509848}",0,-5.96E-06,-5.96E-06,0,0,0,0,0
"{'predicate: in office while monarch, subject: abel caballero, object: juan carlos i of spain, sentence: ', 'predicate: predecessor, subject: juan carlos i of spain, object: francisco franco, sentence: '}",2,Abel Caballero was in office while Juan Carlos 1 of Spain was Monarch he was preceded by Francisco Franco.,0.900092681,"['predicate: predecessor, subject: juan carlos i of spain, object: francisco franco, sentence: abel caballero was in office while juan carlos 1 of spain was monarch he was preceded by francisco franco.']","abel caballero was in office during the reign of monarch, juan carlos i of spain, whose predecessor was francisco franco",0.999397308,,0.944307685,-0.764463723,0.9960372,1,1,"{'image_id': 'inst-775', 'Bleu_1': 0.9999999999, 'Bleu_2': 0.9999999998986842, 'Bleu_3': 0.999999999897271, 'Bleu_4': 0.9999999998957473, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.75038123443075}","abel caballero was in office during the reign of monarch, juan carlos i of spain, whose predecessor was francisco franco",0.999397308,,0.944307804,-0.764463723,0.9960371,1,1,"{'image_id': 'inst-775', 'Bleu_1': 0.9999999999, 'Bleu_2': 0.9999999998986842, 'Bleu_3': 0.999999999897271, 'Bleu_4': 0.9999999998957473, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.75038123443075}",0,-0.099304626,-0.099304626,1.19E-07,0,-5.96E-08,0,0
